id,song,artist,album,type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3bvUmOyiAT936KrcKWHhLS,Nainen jonka ympärille tuolit tuodaan,Haloo Helsinki!,Kiitos ei ole kirosana,audio_features,0.55,0.95,3,-5.103,1,0.0498,0.00161,1.6e-05,0.139,0.531,125.334
0yIilRcfpXF6pL9bOk94lH,Kymmenen kirosanaa,Irina,Älä riko kaavaa,audio_features,0.598,0.927,4,-3.861,1,0.0378,0.0326,2.05e-06,0.0826,0.591,134.009
6iicl1WzN3mqU3dqKCQluK,Kaikki tahtoo,Samuli Edelmann,Kaikki Tahtoo,audio_features,0.748,0.629,2,-9.81,0,0.0324,0.274,0.00227,0.124,0.716,128.043
3rgobpftjUoUTxURC4sw8k,Tähtipölyä,Samuli Edelmann,Pienellä kivellä,audio_features,0.733,0.675,5,-7.666,0,0.031,0.206,0.000726,0.107,0.589,138.048
3UoX1frnw07QoUFH9NZm00,Enkeleitä toisillemme,Jope Ruonansuu,Kaikkien aikojen parhaat - 45 klassikkoa,audio_features,0.587,0.522,0,-7.464,0,0.024,0.252,0,0.288,0.616,92.961
33fnRtrnBzDV3yZsPtjwbk,Sankarit,J. Karjalainen & Mustat Lasit,Suurimmat Hitit,audio_features,0.508,0.49,4,-7.555,1,0.0325,0.657,4.82e-06,0.112,0.612,102.543
0VrkaV494eBE7ydtmQPytC,Pop-musiikkia,IDOLS-Finalistit 2007,Pop-musiikkia,audio_features,0.521,0.803,11,-5.139,1,0.0306,0.000144,0.000484,0.038,0.418,132.336
3m0DPc9e2X1M0jGmdCauQ9,Vielä on kesää jäljellä,Mamba,Lempikappaleita,audio_features,0.657,0.562,3,-10.769,0,0.0469,0.000884,0,0.0374,0.899,134.946
04kS72GtNZIuA4xGsbFYRU,Odota,Aikakone,Tähtikaaren taa,audio_features,0.651,0.799,0,-8.274,1,0.0629,0.0905,0.00019,0.0978,0.512,140.035
24jPofHsfCsuhaFOwAfQkV,Vuosisadan rakkaustarina,Aikakone,Vuosisadan rakkaustarina,audio_features,0.648,0.985,6,-4.691,1,0.0824,0.0306,0,0.366,0.486,140.021
1qC6ai1U57q37acDqemuF0,Nti Groove,Aikakone,Toiseen Maailmaan,audio_features,0.675,0.823,0,-8.237,0,0.0434,0.342,0.00312,0.813,0.695,127.089
0UUmoMm2EX4VcYRrKeu4Pl,Keltainen,Aikakone,Toiseen Maailmaan,audio_features,0.529,0.597,8,-8.246,1,0.0264,0.187,1.8e-06,0.349,0.344,84.998
2pC40FCtI07YPUSfiQ1isP,Alla vaahterapuun,Aikakone,Tähtikaaren taa,audio_features,0.673,0.736,0,-10.912,1,0.0516,0.104,0.000325,0.393,0.617,105.878
5ycbTPca1YQjDx0QnoSjcx,Tulisitko,Aikakone,Singles Collection,audio_features,0.641,0.834,2,-7.43,0,0.037,0.0453,0.000129,0.227,0.44,111.981
4I4nbLWooJIjAnkmWx2sWU,Sinä Lähdit Pois,Ultra Bra,Sinä Päivänä Kun Synnyin,audio_features,0.568,0.739,9,-6.984,0,0.0314,0.114,0,0.196,0.644,152.061
3coKew2KxjF8MPwVTJ0Pmd,Levottomat tuulet,DISCO,1999-2009,audio_features,0.677,0.512,6,-8.857,0,0.0285,0.273,0.00391,0.101,0.572,143.964
6ap4mnqcrjzZxM4wbXo89s,Ketä sinä odotat,DISCO,1999-2009,audio_features,0.738,0.702,0,-5.805,1,0.0387,0.0502,3.06e-05,0.26,0.905,116.041
3bzWSbtSP41XOZeklDfl96,Kemiaa,Neon 2,Hattu täynnä tähtiä - 18 Suosikkia,audio_features,0.719,0.841,2,-4.401,1,0.029,0.321,0,0.152,0.784,102.046
5oi3wSn15QGbMXyHDjgxIm,Hetkeksi en sulle rupia - Single Version,Lauri Tähkä & Elonkerjuu,Kirkkahimmat 2000-2008,audio_features,0.601,0.835,0,-5.694,1,0.0371,0.235,0,0.469,0.958,131.418
5XziAba7dxjHFLVbiYpnF2,Maailma On Renki,Lauri Tähkä & Elonkerjuu,Maailma On Renki,audio_features,0.586,0.804,9,-5.794,0,0.0363,0.0994,0,0.276,0.557,135.918
54zfNfwDTraqzDOE2bPzNY,Sinä ja minä,Dingo,(MM) Parhaat,audio_features,0.32,0.746,7,-6.336,1,0.0321,0.015,0,0.08,0.261,126.629
560t4eq7lQhwvaehVciyjY,Vasten auringon siltaa,Erin,Vain elämää,audio_features,0.557,0.467,1,-8.28,0,0.038,0.545,0,0.11,0.293,171.998
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,Dookie,audio_features,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064
74EV0g12ihUoOUXMprFpZB,Losing My Religion,R.E.M.,Out Of Time (U.S. Version),audio_features,0.672,0.841,9,-5.992,0,0.0285,0.0767,0,0.135,0.82,125.437
6XOINCZBv8Q7RXgNNiTwIN,A Girl Like You,Edwyn Collins,Gorgeous George,audio_features,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267
2oHmRO0X4gW4VlCJRcZzez,Erase / Rewind,The Cardigans,Gran Turismo,audio_features,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72
2vIEquOWG8DTVgwIOofocm,Pure Shores,All Saints,All Hits (Special Edition),audio_features,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618
0MzmRKZeGSOBuHlisc1kRg,Ei yksinäinen unta saa,Neon 2,Hattu täynnä tähtiä - 18 Suosikkia,audio_features,0.494,0.464,8,-6.952,1,0.0263,0.125,0.00309,0.119,0.276,140.081
1yN2z5XVtaAOYGdeEqEuqd,Lemon Tree,Fools Garden,Dish Of The Day,audio_features,0.669,0.479,1,-8.849,1,0.0442,0.672,0,0.11,0.679,143.159
4eZO97RGFo7IN6gm24Nv0S,Freestyler,Bomfunk MC's,In Stereo,audio_features,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854
7KccdUP4IslFXUNNseqBc7,The Real Slim Shady,Eminem,The Marshall Mathers LP,audio_features,0.948,0.656,5,-4.34,0,0.0606,0.0287,0,0.0472,0.77,104.495
2pyOKMVld8HvYY1cCgaQAI,It's My Life,Bon Jovi,Crush,audio_features,0.549,0.908,0,-4.072,0,0.045,0.0202,5.55e-05,0.354,0.562,120.003
4BggEwLhGfrbrl7JBhC8EC,Butterfly,Crazy Town,The Gift Of Game,audio_features,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502
0vur7myNcfUymUt6mHhNZe,How You Remind Me,Nickelback,"The Best of Nickelback, Vol. 1",audio_features,0.432,0.795,10,-4.023,1,0.0321,0.00128,0,0.101,0.519,172.011
7LIuX10hryI3BJXNwp6MJn,Laura Jenna Ellinoora Alexandra Camilla Jurvanen,Leevi and the leavings,Käärmenäyttely,audio_features,0.68,0.744,0,-8.547,1,0.0314,0.0462,0,0.201,0.846,112.596
6e8Ou0wiqAzIpWb2eSxll8,Miami,Will Smith,Big Willie Style,audio_features,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
3seNictp7GWitSNKlujwnY,Tornado,Evelina,Tornado,audio_features,0.614,0.854,10,-3.935,0,0.108,0.245,1.66e-05,0.132,0.574,183.915
3Suvh7EDt3lsFfHq3olSVd,Tonight,"Cosmic Gate, Emma Hewitt",Tonight,audio_features,0.624,0.657,7,-6.229,1,0.0497,0.141,7.56e-06,0.271,0.152,129.973
7m7vqt0dQ3HXHSzLPMlFg3,Älä jätä roikkuu,JVG,Popkorni,audio_features,0.436,0.668,0,-6.158,1,0.177,0.0498,0,0.243,0.368,162.607
19WjVVgXjdKXfLXoaDPwTM,...Ready For It?,Taylor Swift,...Ready For It?,audio_features,0.616,0.77,2,-6.5,1,0.142,0.0573,0,0.159,0.412,160.049
6h4EXoiVFJehGrK9Xl8Zeo,Hombre (feat. Vesala),"JVG, Vesala",Popkorni,audio_features,0.648,0.712,4,-5.488,0,0.0524,0.0767,2.21e-06,0.128,0.345,123.997
1839RWzPRZCVgvamu4sHSN,All My Love (feat. Conor Maynard),"Cash Cash, Conor Maynard",All My Love (feat. Conor Maynard),audio_features,0.59,0.871,11,-3.353,0,0.0891,0.148,0,0.0739,0.304,134.956
6eUncuJutsFi9BGO1JaBHh,If I'm Lucky,Jason Derulo,If I'm Lucky,audio_features,0.897,0.634,4,-6.264,0,0.161,0.00413,0,0.0686,0.506,112.048
4h9oBIwZ5he6rgXI2mgPEJ,Matti & Teppo,JVG,Popkorni,audio_features,0.885,0.68,2,-6.049,1,0.157,0.0657,6.47e-06,0.0939,0.624,110.974
3zoYkqS4y2BsGVShPL2nTE,Reggaetón Lento (Remix),"CNCO, Little Mix",Reggaetón Lento (Remix),audio_features,0.527,0.907,4,-3.09,0,0.11,0.154,0,0.0993,0.664,93.813
1yn5xgyK5SuEukAcqs0X9N,Olisitpa sylissäni,Antti Ketonen,Olisitpa sylissäni,audio_features,0.629,0.738,7,-6.033,0,0.0295,0.0115,0.000246,0.27,0.533,125.982
4KnUpP0jPsFN8iFSzx01Lt,AYO,Isac Elliot,AYO,audio_features,0.618,0.774,3,-5.143,0,0.0552,0.0359,0,0.0647,0.469,99.972
6a9vKVMFfNBi741DVSit3H,Feel Good,"Felix Jaehn, Mike Williams",Feel Good,audio_features,0.706,0.913,4,-3.892,1,0.0394,0.101,0.00029,0.123,0.674,125.952
4mxWSdf71VFO52qFeY0fZt,What Lovers Do (feat. SZA),"Maroon 5, SZA",What Lovers Do (feat. SZA),audio_features,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001
1SJtlNRJDeYHioymcvsqev,Crying in the Club,Camila Cabello,Crying in the Club,audio_features,0.334,0.617,6,-5.834,0,0.383,0.334,0,0.163,0.603,85.227
42ODbGEWZDNq6UXPsnNvoa,Kaikki mitä rakastin,LEO,Kaikki mitä rakastin,audio_features,0.544,0.645,6,-7.782,0,0.0253,0.0056,0,0.143,0.384,134.042
6fJAs9KPgHrN9Fqo0GgWhW,The Way I Love Her,Stanaj,The Way I Love Her,audio_features,0.6,0.794,5,-4.332,1,0.0359,0.00916,0,0.156,0.408,93.049
4ZxTm3KI4jDy7gNhbp8avh,Kruunu tikittää (feat. TIPPA),"JVG, TIPPA",Popkorni,audio_features,0.666,0.667,9,-6.326,1,0.344,0.202,0,0.0666,0.424,138.688
4YpFEoet1Z4vclP9R3TXi0,Day One,"Seksikäs-Suklaa, Prinssi Jusuf",Day One,audio_features,0.85,0.616,1,-4.664,0,0.0688,0.252,0,0.321,0.677,96.99
4chgBnYTuTMTytBrNhO6IO,Fuck They,Sofi Tukker,Fuck They,audio_features,0.836,0.58,7,-9.367,1,0.108,0.08,0.00119,0.667,0.74,126.973
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,James Arthur,Back from the Edge,audio_features,0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969
6FemVsNUb2lzWsDRm14FUJ,Rain,The Script,Rain,audio_features,0.681,0.587,6,-7.638,1,0.11,0.229,0,0.368,0.64,93.002
0xKGPkn1RLsVifjDs4183v,Place We Were Made,Maisie Peters,Place We Were Made,audio_features,0.36,0.348,0,-9.107,1,0.0392,0.809,0,0.172,0.307,180.053
5qfZRNjt2TkHEL12r3sDEU,Everglow,Coldplay,A Head Full of Dreams,audio_features,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107
1hp9cFDYRNYjaZb1IIDu30,Miljoona taalaa,"DEM, PistePiste, Maiki",Miljoona taalaa,audio_features,0.835,0.756,6,-5.857,1,0.222,0.0628,0,0.383,0.871,99.943
31yXZLCnaUSXvrZYCK91BH,Slussen,Gasellit,Veli,audio_features,0.842,0.646,8,-5.936,0,0.102,0.0528,0.00639,0.0762,0.527,106.019
2tjPHR4bDYUCAB8RmYkhig,Mulla on hevonen,Horse Attack Sqwad,Älä koske mun hevoon,audio_features,0.786,0.626,0,-7.019,1,0.0542,0.00536,3.42e-05,0.487,0.707,120.001
2h3i5tGUl6hMu572umjcGo,Running Back (feat. Lil Wayne),"Wale, Lil Wayne",Shine,audio_features,0.587,0.671,2,-4.48,1,0.144,0.0823,0,0.161,0.1,127.133
7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)","Wale, Major Lazer, WizKid, Dua Lipa",Shine,audio_features,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995
0mGgkrD2phGmsBiDy58z1O,First Day Out,Tee Grizzley,First Day Out,audio_features,0.587,0.712,1,-6.312,1,0.414,0.173,0,0.126,0.374,97.991
7nHyWkVzqpFeuHONjrbh1W,BULIFLEIM,"PastoriPike, VilleGalle",BULIFLEIM,audio_features,0.824,0.635,2,-8.233,1,0.393,0.0297,0.00115,0.109,0.493,144.029
4EYpUo1xhDRdburHyvAyEm,Slav King,"DJ Blyatman, Life of Boris",Slav King,audio_features,0.731,0.632,4,-14.24,1,0.0623,0.146,0.0125,0.0809,0.326,145.027
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),audio_features,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755
4q1wDqmduAOobt11FRQjgY,Jabba Jabba,Bobby Summer,Like A Superstar,audio_features,0.702,0.939,4,-3.348,0,0.0331,0.263,0,0.667,0.793,98.007
6hUh2qoDK6V132m3pqrToE,Virheistä kaunein,TCT,IOJK (IhanOmaJuttuKäynnis),audio_features,0.661,0.782,4,-5.797,0,0.0369,0.132,0,0.0546,0.534,124.029
0mel2N9Ws9r4yLQn5QE21Y,Too Good At Goodbyes - Edit,Sam Smith,Too Good At Goodbyes,audio_features,0.653,0.378,5,-8.273,1,0.0533,0.658,0,0.177,0.54,91.835
7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,17,audio_features,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021
6JY1IdkZGeIcPegKxjSKeb,Since U Been Gone,Kelly Clarkson,Breakaway,audio_features,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,audio_features,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053
2qpopjwX7LzOgojlMOwjHM,Kipua,Mikael Gabriel,Mun maailma,audio_features,0.732,0.73,6,-6.208,0,0.098,0.149,0,0.309,0.633,84.993
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),audio_features,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964
5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,Sticks & Stones,audio_features,0.696,0.893,9,-2.963,1,0.076,0.0662,0,0.473,0.573,97.954
2fQxE0jVrjNMT9oJAXtSJR,Domino,Jessie J,Who You Are (Platinum Edition),audio_features,0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986
4i55R0S2I64mhS5biNbECZ,Me & My Girls,Selena Gomez,Revival (Deluxe),audio_features,0.629,0.947,2,-3.982,1,0.156,0.0152,0,0.0595,0.347,122.019
1HUqbb6nFSZsrK0qXtZdJd,Obsessed,Mariah Carey,Memoirs of an imperfect Angel (International Version),audio_features,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443
3W3KtDwAIg3mAruSpnfG3Q,Fancy,"Iggy Azalea, Charli XCX",The New Classic (Deluxe Version),audio_features,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981
3bDGwl0X3EjQmIyFD1uif5,Roar,Katy Perry,PRISM (Deluxe),audio_features,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771
6FzUX4kFBss56SSjAsLi7t,Hard out Here,Lily Allen,Sheezus,audio_features,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125.026
56N9s9PS6VwGolUnx1CJkv,Somewhere Only We Know,Lily Allen,Sheezus,audio_features,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925
1OakwmqlAsweeecdYGqkXO,I Don't Need A Man,The Pussycat Dolls,PCD (Revised International Version),audio_features,0.77,0.954,10,-3.898,1,0.0436,0.048,5.3e-05,0.0691,0.743,105.838
5jaOa7ybiQjBdhoouGuNjH,Fighter,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,audio_features,0.432,0.895,4,-2.117,0,0.192,0.245,0.000393,0.476,0.452,188.858
557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,audio_features,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.192,0.272,193.438
38iU2jg98IZZEIJPrP7aWD,Till the World Ends,Britney Spears,Femme Fatale (Deluxe Version),audio_features,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951
6dDIOU6AqgLkrjFNPgvKY6,FU (feat. French Montana),"Miley Cyrus, French Montana",Bangerz (Deluxe Version),audio_features,0.548,0.833,7,-3.294,1,0.0497,0.199,0,0.305,0.467,190.029
4esuGn0nJtOrzKUe0SOPtO,Jos mä oon oikee,SANNI,Sotke mut,audio_features,0.629,0.647,8,-5.169,1,0.0283,0.0013,0.0291,0.122,0.211,94.017
27BJvohzeadNRclYHPV3Gl,Hush Hush; Hush Hush,The Pussycat Dolls,Doll Domination (Revised International Version),audio_features,0.634,0.796,10,-4.11,0,0.0626,0.062,0,0.265,0.613,129.438
6mVvHypAxQT1wxpduZPUp2,Candyman,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,audio_features,0.657,0.725,11,-4.863,0,0.205,0.00512,9.85e-05,0.108,0.578,173.017
0qhCDQuqUm6wbJjAk7SlHR,Rock N Roll,Avril Lavigne,Avril Lavigne,audio_features,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99e-05,0.29,0.69,184.075
4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,1000 Forms Of Fear,audio_features,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),audio_features,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96
6GQuF9vzJAVs7fYN9ftBdP,Diva,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,audio_features,0.869,0.546,6,-6.755,0,0.327,0.0512,0.0113,0.0541,0.855,146.118
6ldwfK0yWgTAlmIfuQkTYN,I'm a Slave 4 U,Britney Spears,Britney (Digital Deluxe Version),audio_features,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027
7GgUY1TK5etQrJqCVuYWMW,I Hate This Part,The Pussycat Dolls,Doll Domination,audio_features,0.756,0.619,5,-4.37,1,0.0313,0.0825,0,0.262,0.521,111.573
494OU6M7NOf4ICYb4zWCf5,Sugar,Maroon 5,V (Deluxe),audio_features,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076
5JZpQuRIX8MTiKwuELjTlx,"Independent Women, Pt. 1 - Pasadena Remix",Destiny's Child,The Writing's On The Wall,audio_features,0.521,0.552,6,-5.628,0,0.327,0.317,2.25e-05,0.381,0.936,97.535
07lxDm1s8FVO4GF54Nooiz,Irreplaceable,Beyoncé,B'Day,audio_features,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906
2rl9Ukvagkh5rZVqZLE0qO,Pretty Girl Rock,Keri Hilson,No Boys Allowed,audio_features,0.665,0.877,11,-4.935,0,0.259,0.212,0,0.0848,0.881,160.01
4hJ5VaRy16jJcENIMZT4sl,Peacock,Katy Perry,Teenage Dream,audio_features,0.816,0.751,0,-3.132,1,0.0421,0.0502,0,0.166,0.945,139.981
2gocMpiwnMRLDejlcSJt7J,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, P!nk",Keeps Gettin' Better: A Decade of Hits,audio_features,0.741,0.859,5,-2.223,1,0.057,0.0148,1.84e-06,0.664,0.611,109.905
2WNVqZq1ujhMDlOAqBFkVv,My Humps,Black Eyed Peas,Monkey Business,audio_features,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95
1oQZk2bKBLgP1cbuFKvjkq,If I Were a Boy,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,audio_features,0.63,0.504,6,-6.152,1,0.0334,0.0953,0,0.308,0.487,89.946
2LXyM3mXlRPIJwqyIoFh6n,Whip My Hair,WILLOW,Whip My Hair,audio_features,0.543,0.981,9,-4.631,0,0.285,0.00152,0.00759,0.447,0.671,162.786
5ou59ERA2f7ffyAxAcZyVz,Perfect Illusion,Lady Gaga,Joanne (Deluxe),audio_features,0.616,0.861,1,-5.464,0,0.0376,0.00145,0,0.357,0.68,124.988
6dfGLBg7wrGKCKIkhgVzpX,New Love,Maroon 5,V (Deluxe),audio_features,0.63,0.886,5,-5.216,0,0.076,0.0107,0.00011,0.214,0.824,165.012
4PFAm88FBkY7IFtvCaGctZ,Breakaway,Kelly Clarkson,Breakaway,audio_features,0.268,0.716,9,-4.151,0,0.0337,0.0421,9.88e-06,0.108,0.393,160.008
7yMnml7zdYl5LlDFZPm5Hd,Burnin' Up,Jonas Brothers,A Little Bit Longer,audio_features,0.668,0.951,2,-3.453,1,0.0784,0.0324,0,0.338,0.826,113.986
4w2sOKmotzKsdGDLHic94B,Tonight I’m Getting Over You,Carly Rae Jepsen,Kiss,audio_features,0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,125.96
6n2GPvMJtFZ4ckoc9EWHMx,Do My Thang,Miley Cyrus,Bangerz (Deluxe Version),audio_features,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983
52K4Nl7eVNqUpUeJeWJlwT,Break the Ice,Britney Spears,Blackout,audio_features,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533
1ce3DvvGQn6hY2LMGMLCr5,Black Skinhead,Kanye West,Yeezus,audio_features,0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089
6DB2KOEwHnjkgEnBt5SdeJ,Mask Off (feat. Kendrick Lamar) - Remix,"Future, Kendrick Lamar",Mask Off (feat. Kendrick Lamar) [Remix],audio_features,0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005
2LvRR121MWFmmEGkuV2vQP,HeadBand (feat. 2 Chainz),"B.o.B, 2 Chainz",Underground Luxury,audio_features,0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465
2n5gVJ9fzeX2SSWlLQuyS9,Fight Night,Migos,No Label II,audio_features,0.874,0.706,1,-5.132,1,0.207,0.182,0,0.334,0.895,89.961
3gSU89v4GbfZbvxTmkIsqz,Start It Up,"Lloyd Banks, Kanye West, Swizz Beatz, Ryan Leslie, Fabolous",H.F.M. 2,audio_features,0.635,0.866,10,-4.671,0,0.221,0.104,0,0.217,0.463,80.813
2NeHnSFnwNp1Z5WYgcjJ8L,X Gon' Give It To Ya,DMX,The Best Of DMX,audio_features,0.678,0.857,10,-5.173,0,0.216,0.0325,0,0.0788,0.622,94.95
4hEl2wrneFEJbJ6SDYWd2f,Not Afraid,Eminem,Recovery,audio_features,0.854,0.954,0,-1.185,0,0.246,0.543,0,0.201,0.67,114.609
5TYjciaQdJjiR92SKf0n9h,Headsprung,LL Cool J,THE DEFinition,audio_features,0.575,0.795,0,-5.699,1,0.0413,0.0109,3.4e-05,0.0807,0.449,199.828
4OjblmIUlyF25C8z48OBnD,You Can Do It,"Ice Cube, Mack 10, Ms. Toi",Straight Outta Old Skool,audio_features,0.946,0.794,1,-7.029,0,0.163,0.00103,0,0.0427,0.903,99.878
0aULRU35N9kTj6O1xMULRR,Magic Stick,Lil' Kim,La Bella Mafia,audio_features,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982
6mqmYfy7i8rBqgs3e2J0d4,You Don't Know,"Eminem, 50 Cent, Ca$his, Lloyd Banks",You Don't Know,audio_features,0.77,0.858,10,-1.835,0,0.125,0.0111,0,0.0904,0.754,85.487
0LWQWOFoz5GJLqcHk1fRO2,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",F.A.M.E.,audio_features,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155
6WWHtYGEr1KCD4rELMVvaM,Big For Your Boots,Stormzy,Big For Your Boots,audio_features,0.515,0.902,6,-4.729,0,0.383,0.0313,0,0.093,0.628,174.589
0BU7nIcCZxYSE0hYcc5oZz,Too Many Years,"Kodak Black, PnB Rock",Lil Big Pac,audio_features,0.664,0.704,8,-6.859,0,0.0974,0.0233,0,0.112,0.633,147.067
3eZGNBvKkExXp8q5FAyM8y,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travis Scott, Yo Gotti, Quavo, Desiigner",Champions,audio_features,0.696,0.774,6,-2.424,0,0.084,0.0653,0,0.87,0.33,134.985
1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",Bad and Boujee (feat. Lil Uzi Vert),audio_features,0.897,0.661,8,-6.2,0,0.27,0.0633,0,0.116,0.193,127.081
1OmcAT5Y8eg5bUPv9qJT4R,rockstar,"Post Malone, 21 Savage",rockstar,audio_features,0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786
1pnYHu0479JaG3ESOTs0ZU,Sinä ansaitset kultaa (Vain elämää kausi 7),Cheek,Sinä ansaitset kultaa (Vain elämää kausi 7),audio_features,0.636,0.783,5,-6.406,0,0.0899,0.102,0,0.0859,0.511,145.921
1hYSyi6LY9LkdYH0EjoFCO,Maailman Laidalla,"Mikael Gabriel, Isac Elliot",Maailman Laidalla,audio_features,0.621,0.854,8,-5.213,1,0.0467,0.0382,0,0.178,0.445,152.03
6uFsE1JgZ20EXyU0JQZbUR,Look What You Made Me Do,Taylor Swift,Look What You Made Me Do,audio_features,0.773,0.68,9,-6.378,0,0.141,0.213,1.57e-05,0.122,0.497,128.062
0XfuvxptNRVoEWp7SaneV8,My Life Would Suck Without You,Kelly Clarkson,All I Ever Wanted,audio_features,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982
0jTTjg6q4jsd2RhuHwTvLj,He Said She Said,Ashley Tisdale,Headstrong,audio_features,0.694,0.709,7,-6.205,0,0.103,0.0966,0,0.267,0.566,114.966
0x4KuMldlnPMniT86Cmyep,Beautiful Girls - Radio Disney Version,Sean Kingston,Beautiful Girls (Radio Disney Version),audio_features,0.772,0.648,9,-6.222,1,0.0612,0.161,0,0.269,0.741,129.966
1CJbLAkUiPXrttszpQhnO6,Mr. Vain Recall - Radio Edit,Culture Beat,Mr. Vain Recall,audio_features,0.549,0.947,2,-5.141,1,0.0702,0.00191,0.0322,0.333,0.38,139.747
3LI4MmibTkXH5cGpCGZgyw,Teenage Dirtbag,Wheatus,"Songs From Dawson's Creek, Vol. II",audio_features,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676
